ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	log2err
BP	GO:0002399	MHC class II protein complex assembly	14	0.706895608518596	1.86462142997319	0.00208410015585091	0.0994770777247009	0.0994770777247009	10955	tags=79%, list=25%, signal=59%	ENSG00000179344/ENSG00000204257/ENSG00000204287/ENSG00000198502/ENSG00000232629/ENSG00000223865/ENSG00000231389/ENSG00000196126/ENSG00000196735/ENSG00000204252/ENSG00000166710	0.431707695803346
BP	GO:0002503	peptide antigen assembly with MHC class II protein complex	14	0.706895608518596	1.86462142997319	0.00208410015585091	0.0994770777247009	0.0994770777247009	10955	tags=79%, list=25%, signal=59%	ENSG00000179344/ENSG00000204257/ENSG00000204287/ENSG00000198502/ENSG00000232629/ENSG00000223865/ENSG00000231389/ENSG00000196126/ENSG00000196735/ENSG00000204252/ENSG00000166710	0.431707695803346
BP	GO:0070486	leukocyte aggregation	13	0.743052280315587	1.86442222499556	0.000748030489421196	0.0559430018677863	0.0559430018677863	6168	tags=69%, list=14%, signal=59%	ENSG00000026508/ENSG00000115085/ENSG00000128340/ENSG00000163220/ENSG00000143546/ENSG00000170961/ENSG00000125538/ENSG00000147065/ENSG00000072786	0.477270815362862
BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	24	0.62497421583955	1.86327504195368	0.00174349316372801	0.0918557234936654	0.0918557234936654	10955	tags=67%, list=25%, signal=50%	ENSG00000179344/ENSG00000204257/ENSG00000204287/ENSG00000196188/ENSG00000198502/ENSG00000232629/ENSG00000163131/ENSG00000136943/ENSG00000223865/ENSG00000231389/ENSG00000196126/ENSG00000196735/ENSG00000204252/ENSG00000079805/ENSG00000135047/ENSG00000166710	0.45505986738723
BP	GO:0072678	T cell migration	64	0.498889852905739	1.86141985914441	0.000444274732948965	0.0398876943753464	0.0398876943753464	5987	tags=28%, list=14%, signal=24%	ENSG00000108691/ENSG00000143184/ENSG00000115085/ENSG00000206047/ENSG00000240247/ENSG00000136286/ENSG00000124343/ENSG00000160224/ENSG00000189058/ENSG00000259207/ENSG00000169245/ENSG00000005844/ENSG00000204472/ENSG00000181284/ENSG00000168961/ENSG00000147065/ENSG00000154165/ENSG00000107099	0.49849310876659
BP	GO:0002251	organ or tissue specific immune response	47	0.534387071334913	1.85948417916255	0.000282052109743017	0.0300974937000948	0.0300974937000948	14227	tags=64%, list=33%, signal=43%	ENSG00000143184/ENSG00000206047/ENSG00000240247/ENSG00000239839/ENSG00000203710/ENSG00000278588/ENSG00000169397/ENSG00000185436/ENSG00000160712/ENSG00000198918/ENSG00000264522/ENSG00000124839/ENSG00000273703/ENSG00000124635/ENSG00000197903/ENSG00000185130/ENSG00000109906/ENSG00000187997/ENSG00000274290/ENSG00000184678/ENSG00000180596/ENSG00000012223/ENSG00000273802/ENSG00000203814/ENSG00000274641/ENSG00000136244/ENSG00000126262/ENSG00000276410/ENSG00000149806/ENSG00000158373	0.49849310876659
BP	GO:0043300	regulation of leukocyte degranulation	39	0.544777223324819	1.85809321088528	0.000798413778510884	0.0570012845461659	0.0570012845461659	10754	tags=49%, list=25%, signal=37%	ENSG00000128340/ENSG00000000938/ENSG00000282608/ENSG00000160255/ENSG00000204936/ENSG00000118640/ENSG00000127507/ENSG00000066336/ENSG00000168961/ENSG00000033327/ENSG00000254087/ENSG00000076944/ENSG00000169896/ENSG00000204642/ENSG00000167851/ENSG00000066294/ENSG00000185896/ENSG00000182511/ENSG00000164251	0.477270815362862
MF	GO:0004955	prostaglandin receptor activity	10	0.774424398292345	1.85425940143673	0.00437414314874399	0.147327490812333	0.147327490812333	9733	tags=90%, list=22%, signal=70%	ENSG00000171522/ENSG00000160951/ENSG00000168229/ENSG00000183134/ENSG00000164120/ENSG00000122420/ENSG00000132170/ENSG00000160013/ENSG00000125384	0.407017918923954
BP	GO:0032736	positive regulation of interleukin-13 production	18	0.652103578806234	1.85366063325021	0.00225974210624744	0.104285225488867	0.104285225488867	10961	tags=72%, list=25%, signal=54%	ENSG00000113520/ENSG00000174564/ENSG00000016402/ENSG00000145777/ENSG00000168961/ENSG00000107485/ENSG00000204592/ENSG00000150782/ENSG00000177663/ENSG00000056972/ENSG00000056736/ENSG00000117586/ENSG00000137033	0.431707695803346
BP	GO:0034134	toll-like receptor 2 signaling pathway	16	0.691360357901519	1.85145537535493	0.00127002053927376	0.0803672845799523	0.0803672845799523	10754	tags=81%, list=25%, signal=61%	ENSG00000168884/ENSG00000137462/ENSG00000095970/ENSG00000174125/ENSG00000254087/ENSG00000118503/ENSG00000147324/ENSG00000104312/ENSG00000184216/ENSG00000155629/ENSG00000189403/ENSG00000174130/ENSG00000164251	0.45505986738723
BP	GO:0048242	epinephrine secretion	7	-0.861926896446335	-1.84746382101988	0.000862661511412312	0.0600484300402253	0.0600484300402253	3063	tags=57%, list=7%, signal=53%	ENSG00000164326/ENSG00000184160/ENSG00000146469/ENSG00000147571	0.477270815362862
MF	GO:0005520	insulin-like growth factor binding	19	0.666931108959947	1.84265650761387	0.00235690517892861	0.105568141333972	0.105568141333972	9052	tags=58%, list=21%, signal=46%	ENSG00000146678/ENSG00000099769/ENSG00000132470/ENSG00000259207/ENSG00000115461/ENSG00000081479/ENSG00000091409/ENSG00000163453/ENSG00000118523/ENSG00000137142/ENSG00000167779	0.431707695803346
BP	GO:0072044	collecting duct development	10	-0.771517579128239	-1.83694443703523	0.00302695071076189	0.123329785374881	0.123329785374881	5603	tags=40%, list=13%, signal=35%	ENSG00000188064/ENSG00000104327/ENSG00000164488/ENSG00000075891	0.431707695803346
MF	GO:0001848	complement binding	22	0.623077403491271	1.83550760503176	0.00302984625631466	0.123329785374881	0.123329785374881	3772	tags=41%, list=9%, signal=37%	ENSG00000155659/ENSG00000125810/ENSG00000163661/ENSG00000160255/ENSG00000203710/ENSG00000244731/ENSG00000224389/ENSG00000000971/ENSG00000117322	0.431707695803346
BP	GO:0034350	regulation of glial cell apoptotic process	11	0.75384079284093	1.83453134575398	0.00164954096379957	0.0913842744248029	0.0913842744248029	2191	tags=18%, list=5%, signal=17%	ENSG00000108691/ENSG00000095970	0.45505986738723
BP	GO:0034349	glial cell apoptotic process	15	0.686281585794971	1.83306075141137	0.00236638970681163	0.105568141333972	0.105568141333972	4517	tags=20%, list=10%, signal=18%	ENSG00000108691/ENSG00000095970/ENSG00000141510	0.431707695803346
BP	GO:0046636	negative regulation of alpha-beta T cell activation	40	0.537428737386335	1.83249785871489	0.000811001896808662	0.0574093122376504	0.0574093122376505	11194	tags=50%, list=26%, signal=37%	ENSG00000143184/ENSG00000163501/ENSG00000159216/ENSG00000120337/ENSG00000170298/ENSG00000163331/ENSG00000168961/ENSG00000171916/ENSG00000067955/ENSG00000126561/ENSG00000135046/ENSG00000107738/ENSG00000010704/ENSG00000020633/ENSG00000167851/ENSG00000189403/ENSG00000105639/ENSG00000117586/ENSG00000128791/ENSG00000104972	0.477270815362862
BP	GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway	28	0.592950161529195	1.83177362716454	0.00121382893688458	0.0779931777676683	0.0779931777676683	11124	tags=50%, list=25%, signal=37%	ENSG00000125571/ENSG00000112799/ENSG00000170458/ENSG00000204397/ENSG00000239998/ENSG00000134061/ENSG00000196352/ENSG00000131068/ENSG00000118503/ENSG00000132256/ENSG00000154589/ENSG00000105483/ENSG00000135218/ENSG00000012223	0.45505986738723
MF	GO:0070410	co-SMAD binding	10	-0.768651316677777	-1.83012001072804	0.00328455938761809	0.128405647708977	0.128405647708977	1100	tags=20%, list=3%, signal=20%	ENSG00000136574/ENSG00000114374	0.431707695803346
MF	GO:0032393	MHC class I receptor activity	16	0.682664989182836	1.8281692743066	0.00184427847629145	0.0935074480166137	0.0935074480166138	6344	tags=50%, list=14%, signal=43%	ENSG00000187116/ENSG00000244482/ENSG00000239961/ENSG00000204577/ENSG00000239998/ENSG00000186818/ENSG00000104974/ENSG00000105609	0.45505986738723
MF	GO:0003730	mRNA 3'-UTR binding	196	-0.424109104562371	-1.82710806732782	1.04593755008251e-06	0.000873671635583916	0.000873671635583917	8229	tags=31%, list=19%, signal=25%	ENSG00000208006/ENSG00000208009/ENSG00000199177/ENSG00000149016/ENSG00000199153/ENSG00000112183/ENSG00000199038/ENSG00000199035/ENSG00000207947/ENSG00000207971/ENSG00000207595/ENSG00000199075/ENSG00000207997/ENSG00000199036/ENSG00000207932/ENSG00000162374/ENSG00000116791/ENSG00000199001/ENSG00000207933/ENSG00000254324/ENSG00000199088/ENSG00000207647/ENSG00000199102/ENSG00000199122/ENSG00000207975/ENSG00000207743/ENSG00000199161/ENSG00000272036/ENSG00000199080/ENSG00000207705/ENSG00000211580/ENSG00000199059/ENSG00000207839/ENSG00000207993/ENSG00000208017/ENSG00000107105/ENSG00000199069/ENSG00000207935/ENSG00000145912/ENSG00000199168/ENSG00000276365/ENSG00000207827/ENSG00000207805/ENSG00000188120/ENSG00000208036/ENSG00000207651/ENSG00000187191/ENSG00000205944/ENSG00000205916/ENSG00000215939/ENSG00000208023/ENSG00000207752/ENSG00000207713/ENSG00000207989/ENSG00000267195/ENSG00000207639/ENSG00000212040/ENSG00000283871/ENSG00000207654/ENSG00000207954/ENSG00000284231	0.643551836150722
BP	GO:0002283	neutrophil activation involved in immune response	14	0.691436636847348	1.82384436258701	0.0034190588184615	0.129815446866404	0.129815446866404	7564	tags=50%, list=17%, signal=41%	ENSG00000160255/ENSG00000163687/ENSG00000204936/ENSG00000239998/ENSG00000066336/ENSG00000076944/ENSG00000169896	0.431707695803346
BP	GO:0070670	response to interleukin-4	26	0.591905112842685	1.82295223542943	0.0033354972994767	0.128405647708977	0.128405647708977	10894	tags=62%, list=25%, signal=46%	ENSG00000143184/ENSG00000113520/ENSG00000174564/ENSG00000016402/ENSG00000147168/ENSG00000131724/ENSG00000107485/ENSG00000138795/ENSG00000126561/ENSG00000077238/ENSG00000081059/ENSG00000100219/ENSG00000081237/ENSG00000173193/ENSG00000105639/ENSG00000162892	0.431707695803346
BP	GO:0071353	cellular response to interleukin-4	26	0.591905112842685	1.82295223542943	0.0033354972994767	0.128405647708977	0.128405647708977	10894	tags=62%, list=25%, signal=46%	ENSG00000143184/ENSG00000113520/ENSG00000174564/ENSG00000016402/ENSG00000147168/ENSG00000131724/ENSG00000107485/ENSG00000138795/ENSG00000126561/ENSG00000077238/ENSG00000081059/ENSG00000100219/ENSG00000081237/ENSG00000173193/ENSG00000105639/ENSG00000162892	0.431707695803346
BP	GO:1902358	sulfate transmembrane transport	15	0.682271005203277	1.8223484752478	0.00267600229788302	0.114628959970343	0.114628959970343	10795	tags=67%, list=25%, signal=50%	ENSG00000174502/ENSG00000183048/ENSG00000147606/ENSG00000170615/ENSG00000225697/ENSG00000164707/ENSG00000155850/ENSG00000091137/ENSG00000091138/ENSG00000175567	0.431707695803346
BP	GO:0046634	regulation of alpha-beta T cell activation	95	0.467556185617021	1.82091266969521	4.05218875821847e-05	0.0102569493022421	0.0102569493022421	11420	tags=39%, list=26%, signal=29%	ENSG00000143184/ENSG00000163501/ENSG00000114013/ENSG00000159216/ENSG00000105246/ENSG00000120337/ENSG00000170298/ENSG00000110944/ENSG00000204287/ENSG00000163331/ENSG00000186818/ENSG00000196352/ENSG00000168961/ENSG00000171916/ENSG00000067955/ENSG00000126561/ENSG00000162594/ENSG00000135046/ENSG00000204592/ENSG00000163513/ENSG00000107738/ENSG00000010704/ENSG00000162711/ENSG00000020633/ENSG00000167851/ENSG00000204305/ENSG00000196126/ENSG00000109906/ENSG00000150782/ENSG00000189403/ENSG00000096968/ENSG00000197272/ENSG00000105639/ENSG00000117586/ENSG00000128791/ENSG00000104972/ENSG00000168811	0.557332238758646
BP	GO:1903055	positive regulation of extracellular matrix organization	30	0.578224680133835	1.81968809063256	0.00237141662717534	0.105568141333972	0.105568141333972	11316	tags=53%, list=26%, signal=40%	ENSG00000159216/ENSG00000122861/ENSG00000130309/ENSG00000162493/ENSG00000011422/ENSG00000102760/ENSG00000092969/ENSG00000162733/ENSG00000168610/ENSG00000138080/ENSG00000141646/ENSG00000172638/ENSG00000003402/ENSG00000106799/ENSG00000125845/ENSG00000097007	0.431707695803346
BP	GO:0046631	alpha-beta T cell activation	176	0.41480450162932	1.81912299772373	7.23533732047164e-06	0.00377729828986873	0.00377729828986873	10649	tags=36%, list=24%, signal=27%	ENSG00000026508/ENSG00000143184/ENSG00000163501/ENSG00000136997/ENSG00000106952/ENSG00000114013/ENSG00000102034/ENSG00000171522/ENSG00000198851/ENSG00000159216/ENSG00000105246/ENSG00000115607/ENSG00000120337/ENSG00000277734/ENSG00000115604/ENSG00000160223/ENSG00000136634/ENSG00000170298/ENSG00000110944/ENSG00000171611/ENSG00000204287/ENSG00000163331/ENSG00000186818/ENSG00000184557/ENSG00000196352/ENSG00000160712/ENSG00000168961/ENSG00000171916/ENSG00000107485/ENSG00000138795/ENSG00000110852/ENSG00000067955/ENSG00000126561/ENSG00000172216/ENSG00000162594/ENSG00000135046/ENSG00000124215/ENSG00000204592/ENSG00000163513/ENSG00000138684/ENSG00000107738/ENSG00000010704/ENSG00000204264/ENSG00000162739/ENSG00000130038/ENSG00000069493/ENSG00000162711/ENSG00000205220/ENSG00000020633/ENSG00000106588/ENSG00000167851/ENSG00000204305/ENSG00000196126/ENSG00000109906/ENSG00000168610/ENSG00000150782/ENSG00000189403/ENSG00000096968/ENSG00000197272/ENSG00000240065/ENSG00000105639/ENSG00000117586/ENSG00000128791	0.610526878385931
MF	GO:0050786	RAGE receptor binding	10	0.759318636934946	1.81809060293996	0.00632193172381408	0.180228995525662	0.180228995525662	4123	tags=40%, list=9%, signal=36%	ENSG00000171051/ENSG00000163220/ENSG00000143546/ENSG00000164104	0.407017918923954
BP	GO:0046638	positive regulation of alpha-beta T cell differentiation	42	0.539233487547582	1.81577088860224	0.000520855700834946	0.0441218296476017	0.0441218296476017	13856	tags=52%, list=32%, signal=36%	ENSG00000163501/ENSG00000114013/ENSG00000159216/ENSG00000110944/ENSG00000204287/ENSG00000186818/ENSG00000067955/ENSG00000162594/ENSG00000135046/ENSG00000163513/ENSG00000162711/ENSG00000020633/ENSG00000196126/ENSG00000109906/ENSG00000150782/ENSG00000117586/ENSG00000160685/ENSG00000132842/ENSG00000144802/ENSG00000172175/ENSG00000172724/ENSG00000204256	0.477270815362862
BP	GO:0002765	immune response-inhibiting signal transduction	27	0.590637243182742	1.81456573366029	0.00158236930579161	0.0893076406167388	0.0893076406167388	6344	tags=52%, list=14%, signal=44%	ENSG00000187116/ENSG00000244482/ENSG00000239961/ENSG00000204577/ENSG00000239998/ENSG00000167618/ENSG00000167613/ENSG00000186818/ENSG00000134545/ENSG00000243772/ENSG00000105383/ENSG00000104974/ENSG00000254087/ENSG00000105609	0.45505986738723
BP	GO:0034351	negative regulation of glial cell apoptotic process	10	0.756963828491668	1.81245231764813	0.00667560061378403	0.185253461551289	0.185253461551289	2191	tags=20%, list=5%, signal=19%	ENSG00000108691/ENSG00000095970	0.407017918923954
MF	GO:0005132	type I interferon receptor binding	14	-0.696307939210846	-1.8114570772125	0.00426627319372789	0.145453795866159	0.145453795866159	8525	tags=57%, list=19%, signal=46%	ENSG00000188379/ENSG00000147873/ENSG00000234829/ENSG00000120242/ENSG00000147896/ENSG00000120235/ENSG00000228083/ENSG00000171855	0.407017918923954
BP	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	31	0.56818357256861	1.8104581861615	0.00213926887006901	0.100389398155542	0.100389398155542	13233	tags=68%, list=30%, signal=47%	ENSG00000179344/ENSG00000095970/ENSG00000204257/ENSG00000204287/ENSG00000196188/ENSG00000198502/ENSG00000232629/ENSG00000163131/ENSG00000136943/ENSG00000223865/ENSG00000231389/ENSG00000137801/ENSG00000196126/ENSG00000196735/ENSG00000204252/ENSG00000079805/ENSG00000135047/ENSG00000166710/ENSG00000132842/ENSG00000145416/ENSG00000242574	0.431707695803346
BP	GO:0033627	cell adhesion mediated by integrin	78	0.46989518148758	1.8099825900161	0.000392412990501844	0.0380947479919058	0.0380947479919058	11465	tags=47%, list=26%, signal=35%	ENSG00000185499/ENSG00000162692/ENSG00000198851/ENSG00000160255/ENSG00000132470/ENSG00000108622/ENSG00000122861/ENSG00000169242/ENSG00000149781/ENSG00000019549/ENSG00000161638/ENSG00000090339/ENSG00000259207/ENSG00000005844/ENSG00000106366/ENSG00000132205/ENSG00000105855/ENSG00000101311/ENSG00000168743/ENSG00000254087/ENSG00000198542/ENSG00000150093/ENSG00000164171/ENSG00000169896/ENSG00000119185/ENSG00000092969/ENSG00000139626/ENSG00000151694/ENSG00000128342/ENSG00000138080/ENSG00000185043/ENSG00000103335/ENSG00000133789/ENSG00000138722/ENSG00000271503/ENSG00000145423/ENSG00000166086	0.49849310876659
BP	GO:0042098	T cell proliferation	155	0.422186306935374	1.80917315696795	9.54489751391026e-06	0.00419623836493118	0.00419623836493118	10649	tags=39%, list=24%, signal=29%	ENSG00000143184/ENSG00000155659/ENSG00000163501/ENSG00000018280/ENSG00000136997/ENSG00000106952/ENSG00000128340/ENSG00000118520/ENSG00000174697/ENSG00000162692/ENSG00000114013/ENSG00000102034/ENSG00000198851/ENSG00000105246/ENSG00000203710/ENSG00000113520/ENSG00000120337/ENSG00000160223/ENSG00000136634/ENSG00000170298/ENSG00000110944/ENSG00000136235/ENSG00000186818/ENSG00000124145/ENSG00000162511/ENSG00000164136/ENSG00000196352/ENSG00000204472/ENSG00000090659/ENSG00000168961/ENSG00000171916/ENSG00000125538/ENSG00000147065/ENSG00000172216/ENSG00000162594/ENSG00000130427/ENSG00000107099/ENSG00000135046/ENSG00000204592/ENSG00000163513/ENSG00000147889/ENSG00000138684/ENSG00000107738/ENSG00000223865/ENSG00000168040/ENSG00000231389/ENSG00000135077/ENSG00000081237/ENSG00000204305/ENSG00000196126/ENSG00000147437/ENSG00000150782/ENSG00000189403/ENSG00000186827/ENSG00000096968/ENSG00000197272/ENSG00000159958/ENSG00000125378/ENSG00000117586/ENSG00000128791	0.593325476396405
MF	GO:0005178	integrin binding	149	0.431031251243472	1.80769301570837	4.32048567145748e-06	0.00240593445424562	0.00240593445424562	13161	tags=48%, list=30%, signal=34%	ENSG00000118785/ENSG00000164283/ENSG00000162692/ENSG00000131095/ENSG00000160255/ENSG00000136167/ENSG00000132470/ENSG00000108622/ENSG00000138685/ENSG00000204936/ENSG00000149781/ENSG00000161638/ENSG00000090339/ENSG00000259207/ENSG00000041982/ENSG00000157227/ENSG00000136235/ENSG00000147166/ENSG00000120708/ENSG00000010278/ENSG00000120332/ENSG00000142871/ENSG00000140092/ENSG00000113296/ENSG00000125538/ENSG00000128052/ENSG00000105855/ENSG00000101311/ENSG00000168743/ENSG00000124215/ENSG00000254087/ENSG00000198542/ENSG00000177697/ENSG00000150093/ENSG00000164171/ENSG00000106823/ENSG00000169896/ENSG00000119185/ENSG00000118523/ENSG00000104415/ENSG00000151892/ENSG00000137076/ENSG00000139626/ENSG00000108576/ENSG00000160593/ENSG00000115414/ENSG00000137801/ENSG00000151694/ENSG00000138080/ENSG00000165124/ENSG00000189403/ENSG00000110799/ENSG00000142798/ENSG00000064205/ENSG00000168542/ENSG00000136425/ENSG00000151914/ENSG00000130702/ENSG00000138279/ENSG00000145423/ENSG00000166086/ENSG00000106278/ENSG00000073712/ENSG00000079112/ENSG00000158769/ENSG00000029559/ENSG00000113578/ENSG00000100345/ENSG00000115221/ENSG00000214063/ENSG00000140678/ENSG00000185624	0.610526878385931
MF	GO:0015116	sulfate transmembrane transporter activity	14	0.684412912548912	1.80531745891515	0.00406155763257655	0.141359128770466	0.141359128770466	10795	tags=71%, list=25%, signal=54%	ENSG00000174502/ENSG00000183048/ENSG00000147606/ENSG00000170615/ENSG00000225697/ENSG00000164707/ENSG00000155850/ENSG00000091137/ENSG00000091138/ENSG00000175567	0.407017918923954
BP	GO:0002385	mucosal immune response	44	0.520061143504202	1.80192160766603	0.00149405114160702	0.0860676495575408	0.0860676495575408	14227	tags=61%, list=33%, signal=41%	ENSG00000143184/ENSG00000206047/ENSG00000240247/ENSG00000239839/ENSG00000278588/ENSG00000169397/ENSG00000185436/ENSG00000198918/ENSG00000264522/ENSG00000124839/ENSG00000273703/ENSG00000124635/ENSG00000197903/ENSG00000185130/ENSG00000109906/ENSG00000187997/ENSG00000274290/ENSG00000184678/ENSG00000180596/ENSG00000012223/ENSG00000273802/ENSG00000203814/ENSG00000274641/ENSG00000126262/ENSG00000276410/ENSG00000149806/ENSG00000158373	0.45505986738723
