ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment	log2err
MF	GO:0019955	cytokine binding	140	0.403061454966753	1.68341591127204	9.42382826093167e-05	0.0171124429268614	0.0171124429268614	10361	tags=45%, list=24%, signal=34%	ENSG00000173585/ENSG00000183625/ENSG00000115594/ENSG00000136689/ENSG00000173991/ENSG00000163823/ENSG00000054938/ENSG00000145623/ENSG00000128016/ENSG00000115602/ENSG00000049323/ENSG00000160791/ENSG00000138685/ENSG00000183813/ENSG00000174564/ENSG00000115604/ENSG00000163464/ENSG00000016402/ENSG00000259207/ENSG00000119535/ENSG00000123496/ENSG00000137507/ENSG00000067182/ENSG00000147168/ENSG00000137496/ENSG00000184451/ENSG00000137752/ENSG00000131724/ENSG00000117228/ENSG00000213088/ENSG00000019582/ENSG00000160712/ENSG00000162493/ENSG00000106991/ENSG00000166856/ENSG00000168509/ENSG00000102007/ENSG00000162594/ENSG00000182704/ENSG00000144648/ENSG00000118113/ENSG00000150093/ENSG00000163513/ENSG00000167634/ENSG00000119699/ENSG00000167895/ENSG00000182578/ENSG00000168140/ENSG00000121966/ENSG00000137070/ENSG00000186810/ENSG00000137801/ENSG00000167941/ENSG00000151694/ENSG00000069702/ENSG00000115170/ENSG00000174804/ENSG00000189403/ENSG00000173578/ENSG00000107779/ENSG00000159110/ENSG00000106799/ENSG00000135218	0.538434096309916
BP	GO:0007229	integrin-mediated signaling pathway	107	0.421859604242412	1.68090547928002	0.000448873850267277	0.0398876943753464	0.0398876943753464	15313	tags=61%, list=35%, signal=40%	ENSG00000000938/ENSG00000115956/ENSG00000160255/ENSG00000132470/ENSG00000122861/ENSG00000204420/ENSG00000204936/ENSG00000149781/ENSG00000161638/ENSG00000259207/ENSG00000005844/ENSG00000142871/ENSG00000106366/ENSG00000082074/ENSG00000105855/ENSG00000101311/ENSG00000091409/ENSG00000102265/ENSG00000213658/ENSG00000198542/ENSG00000077943/ENSG00000154734/ENSG00000150093/ENSG00000164171/ENSG00000213949/ENSG00000169896/ENSG00000119185/ENSG00000137076/ENSG00000139626/ENSG00000101336/ENSG00000115414/ENSG00000135404/ENSG00000197496/ENSG00000135862/ENSG00000116962/ENSG00000169756/ENSG00000133246/ENSG00000204138/ENSG00000111859/ENSG00000168542/ENSG00000151914/ENSG00000130702/ENSG00000097007/ENSG00000073712/ENSG00000079112/ENSG00000196569/ENSG00000100345/ENSG00000115221/ENSG00000140678/ENSG00000072163/ENSG00000143127/ENSG00000099250/ENSG00000131845/ENSG00000137809/ENSG00000150760/ENSG00000138448/ENSG00000213853/ENSG00000169398/ENSG00000115318/ENSG00000165025/ENSG00000172037/ENSG00000143537/ENSG00000050820/ENSG00000179051/ENSG00000118137	0.49849310876659
BP	GO:0042129	regulation of T cell proliferation	142	0.405330980250997	1.68059301279797	0.000153448961850894	0.0216869734109863	0.0216869734109863	10649	tags=38%, list=24%, signal=29%	ENSG00000143184/ENSG00000155659/ENSG00000163501/ENSG00000106952/ENSG00000128340/ENSG00000118520/ENSG00000174697/ENSG00000162692/ENSG00000114013/ENSG00000198851/ENSG00000105246/ENSG00000203710/ENSG00000113520/ENSG00000120337/ENSG00000160223/ENSG00000136634/ENSG00000170298/ENSG00000110944/ENSG00000136235/ENSG00000186818/ENSG00000124145/ENSG00000162511/ENSG00000164136/ENSG00000196352/ENSG00000204472/ENSG00000090659/ENSG00000168961/ENSG00000171916/ENSG00000125538/ENSG00000172216/ENSG00000162594/ENSG00000130427/ENSG00000135046/ENSG00000204592/ENSG00000163513/ENSG00000147889/ENSG00000138684/ENSG00000107738/ENSG00000223865/ENSG00000168040/ENSG00000231389/ENSG00000135077/ENSG00000081237/ENSG00000204305/ENSG00000196126/ENSG00000147437/ENSG00000150782/ENSG00000189403/ENSG00000096968/ENSG00000197272/ENSG00000159958/ENSG00000125378/ENSG00000117586/ENSG00000128791	0.518848077743792
BP	GO:0031630	regulation of synaptic vesicle fusion to presynaptic active zone membrane	20	-0.579443759336113	-1.67968981286316	0.00958944348114158	0.225635553233734	0.225635553233734	14523	tags=75%, list=33%, signal=50%	ENSG00000167371/ENSG00000129990/ENSG00000132718/ENSG00000011347/ENSG00000132872/ENSG00000067715/ENSG00000168993/ENSG00000181031/ENSG00000143858/ENSG00000272636/ENSG00000136854/ENSG00000019505/ENSG00000166569/ENSG00000149043/ENSG00000089169	0.380730400722792
BP	GO:1901632	regulation of synaptic vesicle membrane organization	20	-0.579443759336113	-1.67968981286316	0.00958944348114158	0.225635553233734	0.225635553233734	14523	tags=75%, list=33%, signal=50%	ENSG00000167371/ENSG00000129990/ENSG00000132718/ENSG00000011347/ENSG00000132872/ENSG00000067715/ENSG00000168993/ENSG00000181031/ENSG00000143858/ENSG00000272636/ENSG00000136854/ENSG00000019505/ENSG00000166569/ENSG00000149043/ENSG00000089169	0.380730400722792
BP	GO:0032623	interleukin-2 production	62	0.454256742855922	1.67967904873012	0.00174073801323049	0.0918557234936654	0.0918557234936654	8880	tags=32%, list=20%, signal=26%	ENSG00000143184/ENSG00000155659/ENSG00000114013/ENSG00000159216/ENSG00000128016/ENSG00000203710/ENSG00000186818/ENSG00000117228/ENSG00000162511/ENSG00000172243/ENSG00000125538/ENSG00000051128/ENSG00000135046/ENSG00000118503/ENSG00000204264/ENSG00000061273/ENSG00000205220/ENSG00000135077/ENSG00000106588/ENSG00000081237	0.45505986738723
BP	GO:0032663	regulation of interleukin-2 production	62	0.454256742855922	1.67967904873012	0.00174073801323049	0.0918557234936654	0.0918557234936654	8880	tags=32%, list=20%, signal=26%	ENSG00000143184/ENSG00000155659/ENSG00000114013/ENSG00000159216/ENSG00000128016/ENSG00000203710/ENSG00000186818/ENSG00000117228/ENSG00000162511/ENSG00000172243/ENSG00000125538/ENSG00000051128/ENSG00000135046/ENSG00000118503/ENSG00000204264/ENSG00000061273/ENSG00000205220/ENSG00000135077/ENSG00000106588/ENSG00000081237	0.45505986738723
BP	GO:2001187	positive regulation of CD8-positive, alpha-beta T cell activation	8	0.78067586406761	1.67957332627676	0.00496340282005051	0.158847907110659	0.158847907110659	8552	tags=75%, list=20%, signal=60%	ENSG00000143184/ENSG00000159216/ENSG00000186818/ENSG00000067955/ENSG00000204592/ENSG00000020633	0.407017918923954
CC	GO:0005657	replication fork	76	0.438251150250484	1.67934504515429	0.00181760926987839	0.0931441118484308	0.0931441118484308	14237	tags=41%, list=33%, signal=28%	ENSG00000276043/ENSG00000176974/ENSG00000113916/ENSG00000136492/ENSG00000014138/ENSG00000111602/ENSG00000112118/ENSG00000106628/ENSG00000204086/ENSG00000165392/ENSG00000146263/ENSG00000065328/ENSG00000176890/ENSG00000197299/ENSG00000075131/ENSG00000127311/ENSG00000133119/ENSG00000136936/ENSG00000077514/ENSG00000132646/ENSG00000101868/ENSG00000146143/ENSG00000020922/ENSG00000108469/ENSG00000035928/ENSG00000159147/ENSG00000178028/ENSG00000183624/ENSG00000022277/ENSG00000070950/ENSG00000130816	0.45505986738723
MF	GO:0019531	oxalate transmembrane transporter activity	9	0.726830178883864	1.67928640063327	0.01042713308042	0.235399574650671	0.235399574650671	9931	tags=78%, list=23%, signal=60%	ENSG00000174502/ENSG00000147606/ENSG00000170615/ENSG00000225697/ENSG00000155850/ENSG00000091137/ENSG00000091138	0.380730400722792
BP	GO:0045579	positive regulation of B cell differentiation	12	0.67560646346222	1.67446038526105	0.0102430772403044	0.231871068260874	0.231871068260874	8918	tags=50%, list=20%, signal=40%	ENSG00000139193/ENSG00000136634/ENSG00000157227/ENSG00000066336/ENSG00000100219/ENSG00000168918	0.380730400722792
MF	GO:0004896	cytokine receptor activity	98	0.424591215355683	1.67434995053987	0.000989804614323596	0.0670179771695212	0.0670179771695212	5800	tags=34%, list=13%, signal=29%	ENSG00000026508/ENSG00000173585/ENSG00000183625/ENSG00000115594/ENSG00000100368/ENSG00000163823/ENSG00000134470/ENSG00000145623/ENSG00000105246/ENSG00000115602/ENSG00000115607/ENSG00000187871/ENSG00000163701/ENSG00000160791/ENSG00000183813/ENSG00000174564/ENSG00000115604/ENSG00000163464/ENSG00000016402/ENSG00000119535/ENSG00000117525/ENSG00000123496/ENSG00000147168/ENSG00000184451/ENSG00000185436/ENSG00000131724/ENSG00000144230/ENSG00000213088/ENSG00000019582/ENSG00000160712/ENSG00000163702/ENSG00000077238/ENSG00000162594	0.45505986738723
CC	GO:0005925	focal adhesion	402	0.355508190757584	1.67098154789825	3.2301700878289e-07	0.000385451582051926	0.000385451582051926	14854	tags=41%, list=34%, signal=27%	ENSG00000026508/ENSG00000179593/ENSG00000161270/ENSG00000105647/ENSG00000128340/ENSG00000160255/ENSG00000136167/ENSG00000132470/ENSG00000185883/ENSG00000122861/ENSG00000064666/ENSG00000123146/ENSG00000128283/ENSG00000169242/ENSG00000188305/ENSG00000161638/ENSG00000090339/ENSG00000259207/ENSG00000138964/ENSG00000204610/ENSG00000162458/ENSG00000204381/ENSG00000173801/ENSG00000041982/ENSG00000157227/ENSG00000111199/ENSG00000117519/ENSG00000107438/ENSG00000124145/ENSG00000010278/ENSG00000106211/ENSG00000125753/ENSG00000076706/ENSG00000135269/ENSG00000177600/ENSG00000168309/ENSG00000002549/ENSG00000106991/ENSG00000198959/ENSG00000147065/ENSG00000173546/ENSG00000011422/ENSG00000130052/ENSG00000105855/ENSG00000101311/ENSG00000088280/ENSG00000079308/ENSG00000116574/ENSG00000091409/ENSG00000135046/ENSG00000204388/ENSG00000026025/ENSG00000198542/ENSG00000177697/ENSG00000077943/ENSG00000050405/ENSG00000204389/ENSG00000244486/ENSG00000150093/ENSG00000164171/ENSG00000151239/ENSG00000140575/ENSG00000213949/ENSG00000146535/ENSG00000163092/ENSG00000164111/ENSG00000031081/ENSG00000147394/ENSG00000162733/ENSG00000153071/ENSG00000166794/ENSG00000085063/ENSG00000137076/ENSG00000111077/ENSG00000129116/ENSG00000176105/ENSG00000140988/ENSG00000139626/ENSG00000198034/ENSG00000044115/ENSG00000105974/ENSG00000108576/ENSG00000101336/ENSG00000120063/ENSG00000081237/ENSG00000092531/ENSG00000145907/ENSG00000137710/ENSG00000145012/ENSG00000100106/ENSG00000151694/ENSG00000087077/ENSG00000169756/ENSG00000137309/ENSG00000130669/ENSG00000148180/ENSG00000152661/ENSG00000089159/ENSG00000159176/ENSG00000156482/ENSG00000111859/ENSG00000182511/ENSG00000142798/ENSG00000188158/ENSG00000079805/ENSG00000177105/ENSG00000101367/ENSG00000197958/ENSG00000151914/ENSG00000166710/ENSG00000174444/ENSG00000197965/ENSG00000181163/ENSG00000126878/ENSG00000130429/ENSG00000136114/ENSG00000073712/ENSG00000144824/ENSG00000136068/ENSG00000172809/ENSG00000085719/ENSG00000171863/ENSG00000137818/ENSG00000143878/ENSG00000071054/ENSG00000144791/ENSG00000131626/ENSG00000161016/ENSG00000231500/ENSG00000100345/ENSG00000115221/ENSG00000214063/ENSG00000170889/ENSG00000185624/ENSG00000126458/ENSG00000135740/ENSG00000072163/ENSG00000080371/ENSG00000057608/ENSG00000077420/ENSG00000089157/ENSG00000122406/ENSG00000099250/ENSG00000142541/ENSG00000054654/ENSG00000035403/ENSG00000131469/ENSG00000162909/ENSG00000127947/ENSG00000173517/ENSG00000087589/ENSG00000172757/ENSG00000137809/ENSG00000196262/ENSG00000002586/ENSG00000108298/ENSG00000141298/ENSG00000138448/ENSG00000166598/ENSG00000072110/ENSG00000186298/ENSG00000169398/ENSG00000169032	0.674962860011025
BP	GO:0042116	macrophage activation	97	0.420435299742868	1.67057623548314	0.000777598534169752	0.0559937978958615	0.0559937978958615	10368	tags=41%, list=24%, signal=32%	ENSG00000155659/ENSG00000018280/ENSG00000125810/ENSG00000115594/ENSG00000173372/ENSG00000160255/ENSG00000168884/ENSG00000127129/ENSG00000095970/ENSG00000115602/ENSG00000113520/ENSG00000136634/ENSG00000239732/ENSG00000130164/ENSG00000129988/ENSG00000203747/ENSG00000174125/ENSG00000064932/ENSG00000204472/ENSG00000019582/ENSG00000125538/ENSG00000077238/ENSG00000118113/ENSG00000140577/ENSG00000169896/ENSG00000147324/ENSG00000126562/ENSG00000197405/ENSG00000135077/ENSG00000081237/ENSG00000184988/ENSG00000137801/ENSG00000204305/ENSG00000169194/ENSG00000025434/ENSG00000189403/ENSG00000174130/ENSG00000096968/ENSG00000176170/ENSG00000120885	0.477270815362862
BP	GO:2001198	regulation of dendritic cell differentiation	12	0.673658919231183	1.66963348404003	0.0112759693943691	0.241508134233756	0.241508134233756	11682	tags=83%, list=27%, signal=61%	ENSG00000002933/ENSG00000172322/ENSG00000106565/ENSG00000168961/ENSG00000172216/ENSG00000204305/ENSG00000234745/ENSG00000189403/ENSG00000104972/ENSG00000204632	0.380730400722792
BP	GO:0050870	positive regulation of T cell activation	219	0.380567565241697	1.66944664218926	2.10811281162432e-05	0.00677271781365304	0.00677271781365304	9413	tags=29%, list=22%, signal=23%	ENSG00000108691/ENSG00000143184/ENSG00000163501/ENSG00000139193/ENSG00000115085/ENSG00000179344/ENSG00000174697/ENSG00000162692/ENSG00000114013/ENSG00000198851/ENSG00000159216/ENSG00000105246/ENSG00000203710/ENSG00000113520/ENSG00000160223/ENSG00000204257/ENSG00000168421/ENSG00000108604/ENSG00000110448/ENSG00000147168/ENSG00000110944/ENSG00000204287/ENSG00000186818/ENSG00000113916/ENSG00000164136/ENSG00000196352/ENSG00000204472/ENSG00000090659/ENSG00000168961/ENSG00000107485/ENSG00000138795/ENSG00000125538/ENSG00000067955/ENSG00000136518/ENSG00000162594/ENSG00000130427/ENSG00000107099/ENSG00000135046/ENSG00000198502/ENSG00000141968/ENSG00000254087/ENSG00000232629/ENSG00000204592/ENSG00000163513/ENSG00000138684/ENSG00000107738/ENSG00000223865/ENSG00000168040/ENSG00000162711/ENSG00000100219/ENSG00000231389/ENSG00000176105/ENSG00000105974/ENSG00000020633/ENSG00000135077/ENSG00000081237/ENSG00000204305/ENSG00000124253/ENSG00000126804/ENSG00000196126/ENSG00000196735/ENSG00000109906/ENSG00000150782/ENSG00000204252	0.575610261071129
MF	GO:0019864	IgG binding	11	0.685389906424714	1.66795068579533	0.0112532813271772	0.241508134233756	0.241508134233756	4530	tags=64%, list=10%, signal=57%	ENSG00000173369/ENSG00000150337/ENSG00000159189/ENSG00000159763/ENSG00000173372/ENSG00000162747/ENSG00000203747	0.380730400722792
BP	GO:0050691	regulation of defense response to virus by host	42	0.495261608524223	1.66770356768922	0.00305904790663465	0.123440710937774	0.123440710937774	14806	tags=52%, list=34%, signal=35%	ENSG00000163568/ENSG00000163840/ENSG00000110944/ENSG00000132274/ENSG00000185436/ENSG00000125538/ENSG00000162594/ENSG00000262406/ENSG00000164430/ENSG00000118503/ENSG00000239713/ENSG00000140464/ENSG00000138496/ENSG00000107201/ENSG00000056972/ENSG00000104972/ENSG00000184584/ENSG00000204516/ENSG00000088888/ENSG00000011275/ENSG00000159714/ENSG00000188818	0.431707695803346
BP	GO:0044819	mitotic G1/S transition checkpoint signaling	15	0.624059391465075	1.66686503138385	0.0126277026591688	0.256017476485527	0.256017476485527	7116	tags=40%, list=16%, signal=34%	ENSG00000185499/ENSG00000124762/ENSG00000141510/ENSG00000185088/ENSG00000143751/ENSG00000123374	0.380730400722792
BP	GO:0016064	immunoglobulin mediated immune response	103	0.414453854175564	1.6668471034935	0.000416470239351181	0.0386530656588935	0.0386530656588935	10915	tags=42%, list=25%, signal=31%	ENSG00000143184/ENSG00000139193/ENSG00000173369/ENSG00000150337/ENSG00000159189/ENSG00000100368/ENSG00000173372/ENSG00000101916/ENSG00000203710/ENSG00000095970/ENSG00000113520/ENSG00000197721/ENSG00000244731/ENSG00000224389/ENSG00000136634/ENSG00000147168/ENSG00000117322/ENSG00000162747/ENSG00000203747/ENSG00000196352/ENSG00000019582/ENSG00000159403/ENSG00000211893/ENSG00000211897/ENSG00000211892/ENSG00000211956/ENSG00000204592/ENSG00000176919/ENSG00000138684/ENSG00000125730/ENSG00000139178/ENSG00000166278/ENSG00000161955/ENSG00000182326/ENSG00000187997/ENSG00000211896/ENSG00000056972/ENSG00000122376/ENSG00000120885/ENSG00000117586/ENSG00000139370/ENSG00000112936/ENSG00000133247	0.49849310876659
BP	GO:0014842	regulation of skeletal muscle satellite cell proliferation	12	0.672503111778373	1.6667688669924	0.0112759693943691	0.241508134233756	0.241508134233756	10248	tags=67%, list=23%, signal=51%	ENSG00000138685/ENSG00000154188/ENSG00000177045/ENSG00000138379/ENSG00000122180/ENSG00000168610/ENSG00000096968/ENSG00000003402	0.380730400722792
BP	GO:0014857	regulation of skeletal muscle cell proliferation	12	0.672503111778373	1.6667688669924	0.0112759693943691	0.241508134233756	0.241508134233756	10248	tags=67%, list=23%, signal=51%	ENSG00000138685/ENSG00000154188/ENSG00000177045/ENSG00000138379/ENSG00000122180/ENSG00000168610/ENSG00000096968/ENSG00000003402	0.380730400722792
MF	GO:0005095	GTPase inhibitor activity	12	0.671492611930656	1.66426438834126	0.0116202672152284	0.245731878604564	0.245731878604564	7419	tags=33%, list=17%, signal=28%	ENSG00000132522/ENSG00000114993/ENSG00000168421/ENSG00000140575	0.380730400722792
BP	GO:0042119	neutrophil activation	37	0.501876633477865	1.66364180307351	0.00534316610068107	0.162621495673179	0.162621495673179	11177	tags=49%, list=26%, signal=36%	ENSG00000172322/ENSG00000160255/ENSG00000163687/ENSG00000163464/ENSG00000204936/ENSG00000239998/ENSG00000066336/ENSG00000164136/ENSG00000172349/ENSG00000169429/ENSG00000135046/ENSG00000076944/ENSG00000169896/ENSG00000124126/ENSG00000167851/ENSG00000056972/ENSG00000164251/ENSG00000271503	0.407017918923954
BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	66	0.44343608711148	1.66351597730589	0.00290473194811299	0.120712566978049	0.120712566978049	11289	tags=36%, list=26%, signal=27%	ENSG00000026508/ENSG00000185499/ENSG00000136997/ENSG00000163565/ENSG00000141682/ENSG00000174307/ENSG00000152192/ENSG00000141510/ENSG00000019582/ENSG00000185088/ENSG00000183255/ENSG00000168209/ENSG00000138794/ENSG00000181026/ENSG00000140464/ENSG00000176208/ENSG00000110108/ENSG00000151615/ENSG00000143514/ENSG00000069399/ENSG00000064393/ENSG00000161642/ENSG00000161970/ENSG00000163132	0.431707695803346
BP	GO:0002478	antigen processing and presentation of exogenous peptide antigen	36	0.514413348224764	1.66328014912889	0.00534088208947095	0.162621495673179	0.162621495673179	11682	tags=61%, list=27%, signal=45%	ENSG00000179344/ENSG00000204257/ENSG00000204287/ENSG00000196188/ENSG00000198502/ENSG00000232629/ENSG00000204592/ENSG00000163131/ENSG00000136943/ENSG00000223865/ENSG00000204642/ENSG00000231389/ENSG00000205220/ENSG00000104365/ENSG00000196126/ENSG00000196735/ENSG00000204252/ENSG00000234745/ENSG00000079805/ENSG00000135047/ENSG00000166710/ENSG00000204632	0.407017918923954
CC	GO:0060198	clathrin-sculpted vesicle	15	-0.625793112447152	-1.66307698852746	0.0110750115239744	0.241508134233756	0.241508134233756	14899	tags=80%, list=34%, signal=53%	ENSG00000220205/ENSG00000109971/ENSG00000101152/ENSG00000187714/ENSG00000104888/ENSG00000165646/ENSG00000067715/ENSG00000101438/ENSG00000115194/ENSG00000128683/ENSG00000036565/ENSG00000136750	0.380730400722792
BP	GO:2000822	regulation of behavioral fear response	11	-0.691382719355379	-1.66296706248461	0.0112440924100633	0.241508134233756	0.241508134233756	3563	tags=27%, list=8%, signal=25%	ENSG00000126010/ENSG00000163794/ENSG00000147571	0.380730400722792
CC	GO:0098982	GABA-ergic synapse	118	-0.406508860549915	-1.66228332899019	0.000509207585074327	0.0438495975064521	0.0438495975064521	11252	tags=38%, list=26%, signal=28%	ENSG00000153956/ENSG00000131089/ENSG00000166206/ENSG00000178568/ENSG00000185985/ENSG00000179915/ENSG00000184408/ENSG00000070718/ENSG00000112139/ENSG00000146938/ENSG00000186472/ENSG00000159164/ENSG00000113327/ENSG00000073969/ENSG00000157103/ENSG00000164116/ENSG00000101438/ENSG00000174469/ENSG00000197106/ENSG00000151490/ENSG00000186297/ENSG00000140945/ENSG00000159692/ENSG00000139182/ENSG00000162951/ENSG00000101958/ENSG00000173621/ENSG00000109158/ENSG00000157087/ENSG00000182621/ENSG00000140285/ENSG00000172020/ENSG00000122584/ENSG00000145864/ENSG00000118432/ENSG00000182256/ENSG00000104327/ENSG00000187730/ENSG00000022355/ENSG00000007402/ENSG00000166006/ENSG00000128683/ENSG00000054803/ENSG00000165246/ENSG00000157005	0.477270815362862
MF	GO:0005161	platelet-derived growth factor receptor binding	14	0.630079899350526	1.66199997392321	0.0138152659295071	0.267746905589729	0.267746905589729	8691	tags=43%, list=20%, signal=34%	ENSG00000115594/ENSG00000161638/ENSG00000259207/ENSG00000254087/ENSG00000165197/ENSG00000134853	0.380730400722792
BP	GO:0061614	miRNA transcription	75	0.43721757459461	1.66192538201497	0.0015521458605453	0.0881977848512576	0.0881977848512576	12809	tags=47%, list=29%, signal=33%	ENSG00000136997/ENSG00000064300/ENSG00000138685/ENSG00000136634/ENSG00000168874/ENSG00000186818/ENSG00000172179/ENSG00000141510/ENSG00000066336/ENSG00000107485/ENSG00000175592/ENSG00000204531/ENSG00000122691/ENSG00000171388/ENSG00000132170/ENSG00000092969/ENSG00000100968/ENSG00000170345/ENSG00000072310/ENSG00000168610/ENSG00000173039/ENSG00000141646/ENSG00000100644/ENSG00000107779/ENSG00000125378/ENSG00000129514/ENSG00000084093/ENSG00000125845/ENSG00000177606/ENSG00000169083/ENSG00000137834/ENSG00000125398/ENSG00000170365/ENSG00000187079/ENSG00000186951	0.45505986738723
CC	GO:0030964	NADH dehydrogenase complex	46	-0.484354847334861	-1.66168618991811	0.00335079544709469	0.128405647708977	0.128405647708977	17678	tags=67%, list=40%, signal=40%	ENSG00000198840/ENSG00000164258/ENSG00000158864/ENSG00000168653/ENSG00000110717/ENSG00000198888/ENSG00000166136/ENSG00000109390/ENSG00000198763/ENSG00000139180/ENSG00000090266/ENSG00000174886/ENSG00000125356/ENSG00000178127/ENSG00000189043/ENSG00000151366/ENSG00000147123/ENSG00000145494/ENSG00000065518/ENSG00000212907/ENSG00000023228/ENSG00000170906/ENSG00000128609/ENSG00000213619/ENSG00000004779/ENSG00000136521/ENSG00000183648/ENSG00000184983/ENSG00000267855/ENSG00000099795/ENSG00000115286	0.431707695803346
CC	GO:0045271	respiratory chain complex I	46	-0.484354847334861	-1.66168618991811	0.00335079544709469	0.128405647708977	0.128405647708977	17678	tags=67%, list=40%, signal=40%	ENSG00000198840/ENSG00000164258/ENSG00000158864/ENSG00000168653/ENSG00000110717/ENSG00000198888/ENSG00000166136/ENSG00000109390/ENSG00000198763/ENSG00000139180/ENSG00000090266/ENSG00000174886/ENSG00000125356/ENSG00000178127/ENSG00000189043/ENSG00000151366/ENSG00000147123/ENSG00000145494/ENSG00000065518/ENSG00000212907/ENSG00000023228/ENSG00000170906/ENSG00000128609/ENSG00000213619/ENSG00000004779/ENSG00000136521/ENSG00000183648/ENSG00000184983/ENSG00000267855/ENSG00000099795/ENSG00000115286	0.431707695803346
BP	GO:1900744	regulation of p38MAPK cascade	39	0.486743555855517	1.66015548715048	0.00686049076000872	0.187093153296401	0.187093153296401	11477	tags=46%, list=26%, signal=34%	ENSG00000174697/ENSG00000181826/ENSG00000095970/ENSG00000099860/ENSG00000066336/ENSG00000125538/ENSG00000134755/ENSG00000116717/ENSG00000164107/ENSG00000147324/ENSG00000179094/ENSG00000134242/ENSG00000204305/ENSG00000085511/ENSG00000176170/ENSG00000125378/ENSG00000125845/ENSG00000156466	0.407017918923954
BP	GO:0070555	response to interleukin-1	107	0.41657297764417	1.65984084183542	0.000579669832144945	0.047489359238216	0.047489359238216	9994	tags=34%, list=23%, signal=26%	ENSG00000108691/ENSG00000133048/ENSG00000115594/ENSG00000124256/ENSG00000136689/ENSG00000078401/ENSG00000172936/ENSG00000168884/ENSG00000162645/ENSG00000134070/ENSG00000170961/ENSG00000100906/ENSG00000117228/ENSG00000164756/ENSG00000168961/ENSG00000151388/ENSG00000125538/ENSG00000169429/ENSG00000007908/ENSG00000172216/ENSG00000130427/ENSG00000198001/ENSG00000136378/ENSG00000100784/ENSG00000147488/ENSG00000090376/ENSG00000167634/ENSG00000117226/ENSG00000124212/ENSG00000104332/ENSG00000104365/ENSG00000171564/ENSG00000173039/ENSG00000199135/ENSG00000184216/ENSG00000100644	0.477270815362862
BP	GO:2000107	negative regulation of leukocyte apoptotic process	33	0.507809304284422	1.65969023515088	0.0111487752984895	0.241508134233756	0.241508134233756	14267	tags=55%, list=33%, signal=37%	ENSG00000159763/ENSG00000160791/ENSG00000180353/ENSG00000171611/ENSG00000113916/ENSG00000019582/ENSG00000121853/ENSG00000168040/ENSG00000125378/ENSG00000105639/ENSG00000167207/ENSG00000271503/ENSG00000104972/ENSG00000126353/ENSG00000065675/ENSG00000172724/ENSG00000157514/ENSG00000178999	0.380730400722792
BP	GO:1902893	regulation of miRNA transcription	74	0.442538659194318	1.65646963635924	0.00152423128255914	0.0872048212549073	0.0872048212549073	12809	tags=47%, list=29%, signal=34%	ENSG00000136997/ENSG00000064300/ENSG00000138685/ENSG00000136634/ENSG00000168874/ENSG00000186818/ENSG00000172179/ENSG00000141510/ENSG00000066336/ENSG00000107485/ENSG00000175592/ENSG00000204531/ENSG00000122691/ENSG00000171388/ENSG00000132170/ENSG00000092969/ENSG00000100968/ENSG00000170345/ENSG00000072310/ENSG00000168610/ENSG00000173039/ENSG00000141646/ENSG00000100644/ENSG00000107779/ENSG00000125378/ENSG00000129514/ENSG00000084093/ENSG00000125845/ENSG00000177606/ENSG00000169083/ENSG00000137834/ENSG00000125398/ENSG00000170365/ENSG00000187079/ENSG00000186951	0.45505986738723
BP	GO:0034162	toll-like receptor 9 signaling pathway	29	0.515760521791791	1.65605534274991	0.0176701264976978	0.295042966621481	0.295042966621481	13394	tags=62%, list=31%, signal=43%	ENSG00000239961/ENSG00000172936/ENSG00000168884/ENSG00000239732/ENSG00000198001/ENSG00000038945/ENSG00000254087/ENSG00000110057/ENSG00000276600/ENSG00000135077/ENSG00000184216/ENSG00000155629/ENSG00000189403/ENSG00000139370/ENSG00000012504/ENSG00000163812/ENSG00000128604/ENSG00000134321	0.352487857583619
MF	GO:0008137	NADH dehydrogenase (ubiquinone) activity	41	-0.490395048599713	-1.6546078892122	0.00479951586430744	0.154789019361236	0.154789019361236	17678	tags=68%, list=40%, signal=41%	ENSG00000198840/ENSG00000164258/ENSG00000158864/ENSG00000168653/ENSG00000110717/ENSG00000198888/ENSG00000166136/ENSG00000109390/ENSG00000198763/ENSG00000139180/ENSG00000090266/ENSG00000125356/ENSG00000178127/ENSG00000189043/ENSG00000151366/ENSG00000145494/ENSG00000065518/ENSG00000212907/ENSG00000023228/ENSG00000170906/ENSG00000128609/ENSG00000213619/ENSG00000136521/ENSG00000183648/ENSG00000184983/ENSG00000267855/ENSG00000099795/ENSG00000115286	0.407017918923954
